WorkerId,AssignmentStatus,ratings,files
A1B7GQTH9YG04X,Submitted,"[40, 57, 32, 70, 66, 41, 53, 78, 30, 57, 26, 44, 72, 32, 89, 54, 42, 69, 79, 38, 57, 36, 81, 59, 68, 52, 85, 55, 25, 72, 60, 45, 87, 43, 59, 23, 44, 74, 19, 33, 75, 48]","['sid4796-noisy-COSINE-7000-F_array1_153.wav', 'sid4796-clean-COSINE-7000-F_close_153.wav', 'sid4796-anchor-COSINE-7000-F_close_153.wav', 'sid5412-clean-COSINE-7408-M_close_69.wav', 'sid5412-anchor-COSINE-7408-M_close_69.wav', 'sid5412-noisy-COSINE-7408-M_array1_69.wav', 'sid2743-anchor-COSINE-3381-F_close_12.wav', 'sid2743-clean-COSINE-3381-F_close_12.wav', 'sid2743-noisy-COSINE-3381-F_array1_12.wav', 'sid1612-clean-COSINE-2406-F_close_260.wav', 'sid1612-noisy-COSINE-2406-F_array1_260.wav', 'sid1612-anchor-COSINE-2406-F_close_260.wav', 'sid3752-anchor-COSINE-5219-M_close_38.wav', 'sid3752-noisy-COSINE-5219-M_array1_38.wav', 'sid3752-clean-COSINE-5219-M_close_38.wav', 'sid0430-noisy-COSINE-0622-F_array1_90.wav', 'sid0430-anchor-COSINE-0622-F_close_90.wav', 'sid0430-clean-COSINE-0622-F_close_90.wav', 'sid5784-clean-COSINE-9472-F_close_45.wav', 'sid5784-noisy-COSINE-9472-F_array1_45.wav', 'sid5784-anchor-COSINE-9472-F_close_45.wav', 'sid4542-anchor-COSINE-6463-F_close_194.wav', 'sid4542-clean-COSINE-6463-F_close_194.wav', 'sid4542-noisy-COSINE-6463-F_array1_194.wav', 'sid2641-noisy-COSINE-3277-F_array1_141-truncated.wav', 'sid2641-anchor-COSINE-3277-F_close_141-truncated.wav', 'sid2641-clean-COSINE-3277-F_close_141-truncated.wav', 'sid5895-anchor-COSINE-9987-F_close_195.wav', 'sid5895-noisy-COSINE-9987-F_shoulder_195.wav', 'sid5895-clean-COSINE-9987-F_close_195.wav', 'sid2665-noisy-COSINE-3277-F_array1_31.wav', 'sid2665-anchor-COSINE-3277-F_close_31.wav', 'sid2665-clean-COSINE-3277-F_close_31.wav', 'sid1611-noisy-COSINE-2406-F_array1_26.wav', 'sid1611-clean-COSINE-2406-F_close_26.wav', 'sid1611-anchor-COSINE-2406-F_close_26.wav', 'sid1945-noisy-COSINE-2794-M_array1_220.wav', 'sid1945-clean-COSINE-2794-M_close_220.wav', 'sid1945-anchor-COSINE-2794-M_close_220.wav', 'sid4865-noisy-COSINE-7000-F_array1_27.wav', 'sid4865-clean-COSINE-7000-F_close_27.wav', 'sid4865-anchor-COSINE-7000-F_close_27.wav']"
A3NUSJFX5ORZT7,Submitted,"[42, 57, 41, 62, 40, 38, 68, 78, 26, 65, 42, 42, 65, 39, 40, 74, 71, 85, 91, 35, 26, 40, 76, 44, 40, 46, 70, 29, 12, 80, 76, 41, 47, 40, 56, 38, 42, 59, 30, 41, 76, 37]","['sid4796-noisy-COSINE-7000-F_array1_153.wav', 'sid4796-clean-COSINE-7000-F_close_153.wav', 'sid4796-anchor-COSINE-7000-F_close_153.wav', 'sid5412-clean-COSINE-7408-M_close_69.wav', 'sid5412-anchor-COSINE-7408-M_close_69.wav', 'sid5412-noisy-COSINE-7408-M_array1_69.wav', 'sid2743-anchor-COSINE-3381-F_close_12.wav', 'sid2743-clean-COSINE-3381-F_close_12.wav', 'sid2743-noisy-COSINE-3381-F_array1_12.wav', 'sid1612-clean-COSINE-2406-F_close_260.wav', 'sid1612-noisy-COSINE-2406-F_array1_260.wav', 'sid1612-anchor-COSINE-2406-F_close_260.wav', 'sid3752-anchor-COSINE-5219-M_close_38.wav', 'sid3752-noisy-COSINE-5219-M_array1_38.wav', 'sid3752-clean-COSINE-5219-M_close_38.wav', 'sid0430-noisy-COSINE-0622-F_array1_90.wav', 'sid0430-anchor-COSINE-0622-F_close_90.wav', 'sid0430-clean-COSINE-0622-F_close_90.wav', 'sid5784-clean-COSINE-9472-F_close_45.wav', 'sid5784-noisy-COSINE-9472-F_array1_45.wav', 'sid5784-anchor-COSINE-9472-F_close_45.wav', 'sid4542-anchor-COSINE-6463-F_close_194.wav', 'sid4542-clean-COSINE-6463-F_close_194.wav', 'sid4542-noisy-COSINE-6463-F_array1_194.wav', 'sid2641-noisy-COSINE-3277-F_array1_141-truncated.wav', 'sid2641-anchor-COSINE-3277-F_close_141-truncated.wav', 'sid2641-clean-COSINE-3277-F_close_141-truncated.wav', 'sid5895-anchor-COSINE-9987-F_close_195.wav', 'sid5895-noisy-COSINE-9987-F_shoulder_195.wav', 'sid5895-clean-COSINE-9987-F_close_195.wav', 'sid2665-noisy-COSINE-3277-F_array1_31.wav', 'sid2665-anchor-COSINE-3277-F_close_31.wav', 'sid2665-clean-COSINE-3277-F_close_31.wav', 'sid1611-noisy-COSINE-2406-F_array1_26.wav', 'sid1611-clean-COSINE-2406-F_close_26.wav', 'sid1611-anchor-COSINE-2406-F_close_26.wav', 'sid1945-noisy-COSINE-2794-M_array1_220.wav', 'sid1945-clean-COSINE-2794-M_close_220.wav', 'sid1945-anchor-COSINE-2794-M_close_220.wav', 'sid4865-noisy-COSINE-7000-F_array1_27.wav', 'sid4865-clean-COSINE-7000-F_close_27.wav', 'sid4865-anchor-COSINE-7000-F_close_27.wav']"
A37FQI6S9XARBT,Submitted,"[1, 1, 1, 71, 73, 29, 89, 94, 50, 79, 82, 72, 94, 81, 100, 67, 95, 100, 100, 53, 96, 81, 99, 94, 91, 95, 93, 75, 31, 80, 100, 100, 100, 88, 100, 86, 100, 100, 100, 47, 95, 74]","['sid4796-noisy-COSINE-7000-F_array1_153.wav', 'sid4796-clean-COSINE-7000-F_close_153.wav', 'sid4796-anchor-COSINE-7000-F_close_153.wav', 'sid5412-clean-COSINE-7408-M_close_69.wav', 'sid5412-anchor-COSINE-7408-M_close_69.wav', 'sid5412-noisy-COSINE-7408-M_array1_69.wav', 'sid2743-anchor-COSINE-3381-F_close_12.wav', 'sid2743-clean-COSINE-3381-F_close_12.wav', 'sid2743-noisy-COSINE-3381-F_array1_12.wav', 'sid1612-clean-COSINE-2406-F_close_260.wav', 'sid1612-noisy-COSINE-2406-F_array1_260.wav', 'sid1612-anchor-COSINE-2406-F_close_260.wav', 'sid3752-anchor-COSINE-5219-M_close_38.wav', 'sid3752-noisy-COSINE-5219-M_array1_38.wav', 'sid3752-clean-COSINE-5219-M_close_38.wav', 'sid0430-noisy-COSINE-0622-F_array1_90.wav', 'sid0430-anchor-COSINE-0622-F_close_90.wav', 'sid0430-clean-COSINE-0622-F_close_90.wav', 'sid5784-clean-COSINE-9472-F_close_45.wav', 'sid5784-noisy-COSINE-9472-F_array1_45.wav', 'sid5784-anchor-COSINE-9472-F_close_45.wav', 'sid4542-anchor-COSINE-6463-F_close_194.wav', 'sid4542-clean-COSINE-6463-F_close_194.wav', 'sid4542-noisy-COSINE-6463-F_array1_194.wav', 'sid2641-noisy-COSINE-3277-F_array1_141-truncated.wav', 'sid2641-anchor-COSINE-3277-F_close_141-truncated.wav', 'sid2641-clean-COSINE-3277-F_close_141-truncated.wav', 'sid5895-anchor-COSINE-9987-F_close_195.wav', 'sid5895-noisy-COSINE-9987-F_shoulder_195.wav', 'sid5895-clean-COSINE-9987-F_close_195.wav', 'sid2665-noisy-COSINE-3277-F_array1_31.wav', 'sid2665-anchor-COSINE-3277-F_close_31.wav', 'sid2665-clean-COSINE-3277-F_close_31.wav', 'sid1611-noisy-COSINE-2406-F_array1_26.wav', 'sid1611-clean-COSINE-2406-F_close_26.wav', 'sid1611-anchor-COSINE-2406-F_close_26.wav', 'sid1945-noisy-COSINE-2794-M_array1_220.wav', 'sid1945-clean-COSINE-2794-M_close_220.wav', 'sid1945-anchor-COSINE-2794-M_close_220.wav', 'sid4865-noisy-COSINE-7000-F_array1_27.wav', 'sid4865-clean-COSINE-7000-F_close_27.wav', 'sid4865-anchor-COSINE-7000-F_close_27.wav']"
A10JXOU89D5RXR,Submitted,"[30, 79, 45, 76, 56, 40, 20, 69, 34, 42, 33, 63, 30, 25, 75, 28, 77, 96, 84, 15, 80, 72, 96, 28, 66, 62, 96, 40, 16, 76, 77, 90, 98, 56, 81, 48, 36, 49, 57, 12, 93, 55]","['sid4796-noisy-COSINE-7000-F_array1_153.wav', 'sid4796-clean-COSINE-7000-F_close_153.wav', 'sid4796-anchor-COSINE-7000-F_close_153.wav', 'sid5412-clean-COSINE-7408-M_close_69.wav', 'sid5412-anchor-COSINE-7408-M_close_69.wav', 'sid5412-noisy-COSINE-7408-M_array1_69.wav', 'sid2743-anchor-COSINE-3381-F_close_12.wav', 'sid2743-clean-COSINE-3381-F_close_12.wav', 'sid2743-noisy-COSINE-3381-F_array1_12.wav', 'sid1612-clean-COSINE-2406-F_close_260.wav', 'sid1612-noisy-COSINE-2406-F_array1_260.wav', 'sid1612-anchor-COSINE-2406-F_close_260.wav', 'sid3752-anchor-COSINE-5219-M_close_38.wav', 'sid3752-noisy-COSINE-5219-M_array1_38.wav', 'sid3752-clean-COSINE-5219-M_close_38.wav', 'sid0430-noisy-COSINE-0622-F_array1_90.wav', 'sid0430-anchor-COSINE-0622-F_close_90.wav', 'sid0430-clean-COSINE-0622-F_close_90.wav', 'sid5784-clean-COSINE-9472-F_close_45.wav', 'sid5784-noisy-COSINE-9472-F_array1_45.wav', 'sid5784-anchor-COSINE-9472-F_close_45.wav', 'sid4542-anchor-COSINE-6463-F_close_194.wav', 'sid4542-clean-COSINE-6463-F_close_194.wav', 'sid4542-noisy-COSINE-6463-F_array1_194.wav', 'sid2641-noisy-COSINE-3277-F_array1_141-truncated.wav', 'sid2641-anchor-COSINE-3277-F_close_141-truncated.wav', 'sid2641-clean-COSINE-3277-F_close_141-truncated.wav', 'sid5895-anchor-COSINE-9987-F_close_195.wav', 'sid5895-noisy-COSINE-9987-F_shoulder_195.wav', 'sid5895-clean-COSINE-9987-F_close_195.wav', 'sid2665-noisy-COSINE-3277-F_array1_31.wav', 'sid2665-anchor-COSINE-3277-F_close_31.wav', 'sid2665-clean-COSINE-3277-F_close_31.wav', 'sid1611-noisy-COSINE-2406-F_array1_26.wav', 'sid1611-clean-COSINE-2406-F_close_26.wav', 'sid1611-anchor-COSINE-2406-F_close_26.wav', 'sid1945-noisy-COSINE-2794-M_array1_220.wav', 'sid1945-clean-COSINE-2794-M_close_220.wav', 'sid1945-anchor-COSINE-2794-M_close_220.wav', 'sid4865-noisy-COSINE-7000-F_array1_27.wav', 'sid4865-clean-COSINE-7000-F_close_27.wav', 'sid4865-anchor-COSINE-7000-F_close_27.wav']"
A22BBAU24IEHPL,Submitted,"[54, 75, 83, 59, 70, 30, 65, 58, 42, 51, 29, 69, 77, 42, 64, 34, 55, 52, 42, 34, 59, 59, 70, 34, 20, 64, 59, 48, 19, 34, 29, 70, 61, 25, 48, 59, 25, 60, 67, 25, 53, 70]","['sid4796-noisy-COSINE-7000-F_array1_153.wav', 'sid4796-clean-COSINE-7000-F_close_153.wav', 'sid4796-anchor-COSINE-7000-F_close_153.wav', 'sid5412-clean-COSINE-7408-M_close_69.wav', 'sid5412-anchor-COSINE-7408-M_close_69.wav', 'sid5412-noisy-COSINE-7408-M_array1_69.wav', 'sid2743-anchor-COSINE-3381-F_close_12.wav', 'sid2743-clean-COSINE-3381-F_close_12.wav', 'sid2743-noisy-COSINE-3381-F_array1_12.wav', 'sid1612-clean-COSINE-2406-F_close_260.wav', 'sid1612-noisy-COSINE-2406-F_array1_260.wav', 'sid1612-anchor-COSINE-2406-F_close_260.wav', 'sid3752-anchor-COSINE-5219-M_close_38.wav', 'sid3752-noisy-COSINE-5219-M_array1_38.wav', 'sid3752-clean-COSINE-5219-M_close_38.wav', 'sid0430-noisy-COSINE-0622-F_array1_90.wav', 'sid0430-anchor-COSINE-0622-F_close_90.wav', 'sid0430-clean-COSINE-0622-F_close_90.wav', 'sid5784-clean-COSINE-9472-F_close_45.wav', 'sid5784-noisy-COSINE-9472-F_array1_45.wav', 'sid5784-anchor-COSINE-9472-F_close_45.wav', 'sid4542-anchor-COSINE-6463-F_close_194.wav', 'sid4542-clean-COSINE-6463-F_close_194.wav', 'sid4542-noisy-COSINE-6463-F_array1_194.wav', 'sid2641-noisy-COSINE-3277-F_array1_141-truncated.wav', 'sid2641-anchor-COSINE-3277-F_close_141-truncated.wav', 'sid2641-clean-COSINE-3277-F_close_141-truncated.wav', 'sid5895-anchor-COSINE-9987-F_close_195.wav', 'sid5895-noisy-COSINE-9987-F_shoulder_195.wav', 'sid5895-clean-COSINE-9987-F_close_195.wav', 'sid2665-noisy-COSINE-3277-F_array1_31.wav', 'sid2665-anchor-COSINE-3277-F_close_31.wav', 'sid2665-clean-COSINE-3277-F_close_31.wav', 'sid1611-noisy-COSINE-2406-F_array1_26.wav', 'sid1611-clean-COSINE-2406-F_close_26.wav', 'sid1611-anchor-COSINE-2406-F_close_26.wav', 'sid1945-noisy-COSINE-2794-M_array1_220.wav', 'sid1945-clean-COSINE-2794-M_close_220.wav', 'sid1945-anchor-COSINE-2794-M_close_220.wav', 'sid4865-noisy-COSINE-7000-F_array1_27.wav', 'sid4865-clean-COSINE-7000-F_close_27.wav', 'sid4865-anchor-COSINE-7000-F_close_27.wav']"
AJVA88JGMS3CC,Approved,"[39, 66, 81, 46, 73, 100, 37, 66, 82, 42, 79, 100, 33, 73, 91, 85, 64, 18, 80, 68, 48, 70, 96, 43, 26, 64, 83, 33, 78, 91, 42, 73, 83, 74, 85, 35, 33, 62, 86, 26, 54, 75]","['sid1731-clean-COSINE-2734-M_close_120.wav', 'sid1731-anchor-COSINE-2734-M_close_120.wav', 'sid1731-noisy-COSINE-2734-M_array1_120.wav', 'sid3922-noisy-COSINE-5289-F_array1_246.wav', 'sid3922-clean-COSINE-5289-F_close_246.wav', 'sid3922-anchor-COSINE-5289-F_close_246.wav', 'sid4466-noisy-COSINE-6463-F_array1_117.wav', 'sid4466-anchor-COSINE-6463-F_close_117.wav', 'sid4466-clean-COSINE-6463-F_close_117.wav', 'sid1983-noisy-COSINE-2794-M_array1_38.wav', 'sid1983-clean-COSINE-2794-M_close_38.wav', 'sid1983-anchor-COSINE-2794-M_close_38.wav', 'sid2286-noisy-COSINE-2898-M_array1_225.wav', 'sid2286-clean-COSINE-2898-M_close_225.wav', 'sid2286-anchor-COSINE-2898-M_close_225.wav', 'sid4759-clean-COSINE-7000-F_close_115.wav', 'sid4759-anchor-COSINE-7000-F_close_115.wav', 'sid4759-noisy-COSINE-7000-F_array1_115.wav', 'sid2397-anchor-COSINE-3231-F_close_115-truncated.wav', 'sid2397-clean-COSINE-3231-F_close_115-truncated.wav', 'sid2397-noisy-COSINE-3231-F_array1_115-truncated.wav', 'sid0294-anchor-COSINE-0622-F_close_134.wav', 'sid0294-clean-COSINE-0622-F_close_134.wav', 'sid0294-noisy-COSINE-0622-F_array1_134.wav', 'sid3946-noisy-COSINE-5289-F_array1_271.wav', 'sid3946-anchor-COSINE-5289-F_close_271.wav', 'sid3946-clean-COSINE-5289-F_close_271.wav', 'sid5447-noisy-COSINE-7551-F_array1_104.wav', 'sid5447-clean-COSINE-7551-F_close_104.wav', 'sid5447-anchor-COSINE-7551-F_close_104.wav', 'sid0448-noisy-COSINE-1044-M_array1_2.wav', 'sid0448-clean-COSINE-1044-M_close_2.wav', 'sid0448-anchor-COSINE-1044-M_close_2.wav', 'sid3304-anchor-COSINE-3826-M_close_94.wav', 'sid3304-clean-COSINE-3826-M_close_94.wav', 'sid3304-noisy-COSINE-3826-M_array1_94.wav', 'sid2703-noisy-COSINE-3277-F_array1_72.wav', 'sid2703-clean-COSINE-3277-F_close_72.wav', 'sid2703-anchor-COSINE-3277-F_close_72.wav', 'sid0607-noisy-COSINE-1278-F_array1_203.wav', 'sid0607-clean-COSINE-1278-F_close_203.wav', 'sid0607-anchor-COSINE-1278-F_close_203.wav']"
A29I5E06CWQQD2,Approved,"[57, 84, 63, 96, 91, 89, 91, 68, 100, 90, 88, 83, 68, 74, 64, 64, 81, 56, 100, 100, 73, 70, 70, 84, 100, 61, 80, 54, 75, 30, 64, 85, 57, 42, 68, 69, 64, 89, 60, 50, 81, 83]","['sid1731-clean-COSINE-2734-M_close_120.wav', 'sid1731-anchor-COSINE-2734-M_close_120.wav', 'sid1731-noisy-COSINE-2734-M_array1_120.wav', 'sid3922-noisy-COSINE-5289-F_array1_246.wav', 'sid3922-clean-COSINE-5289-F_close_246.wav', 'sid3922-anchor-COSINE-5289-F_close_246.wav', 'sid4466-noisy-COSINE-6463-F_array1_117.wav', 'sid4466-anchor-COSINE-6463-F_close_117.wav', 'sid4466-clean-COSINE-6463-F_close_117.wav', 'sid1983-noisy-COSINE-2794-M_array1_38.wav', 'sid1983-clean-COSINE-2794-M_close_38.wav', 'sid1983-anchor-COSINE-2794-M_close_38.wav', 'sid2286-noisy-COSINE-2898-M_array1_225.wav', 'sid2286-clean-COSINE-2898-M_close_225.wav', 'sid2286-anchor-COSINE-2898-M_close_225.wav', 'sid4759-clean-COSINE-7000-F_close_115.wav', 'sid4759-anchor-COSINE-7000-F_close_115.wav', 'sid4759-noisy-COSINE-7000-F_array1_115.wav', 'sid2397-anchor-COSINE-3231-F_close_115-truncated.wav', 'sid2397-clean-COSINE-3231-F_close_115-truncated.wav', 'sid2397-noisy-COSINE-3231-F_array1_115-truncated.wav', 'sid0294-anchor-COSINE-0622-F_close_134.wav', 'sid0294-clean-COSINE-0622-F_close_134.wav', 'sid0294-noisy-COSINE-0622-F_array1_134.wav', 'sid3946-noisy-COSINE-5289-F_array1_271.wav', 'sid3946-anchor-COSINE-5289-F_close_271.wav', 'sid3946-clean-COSINE-5289-F_close_271.wav', 'sid5447-noisy-COSINE-7551-F_array1_104.wav', 'sid5447-clean-COSINE-7551-F_close_104.wav', 'sid5447-anchor-COSINE-7551-F_close_104.wav', 'sid0448-noisy-COSINE-1044-M_array1_2.wav', 'sid0448-clean-COSINE-1044-M_close_2.wav', 'sid0448-anchor-COSINE-1044-M_close_2.wav', 'sid3304-anchor-COSINE-3826-M_close_94.wav', 'sid3304-clean-COSINE-3826-M_close_94.wav', 'sid3304-noisy-COSINE-3826-M_array1_94.wav', 'sid2703-noisy-COSINE-3277-F_array1_72.wav', 'sid2703-clean-COSINE-3277-F_close_72.wav', 'sid2703-anchor-COSINE-3277-F_close_72.wav', 'sid0607-noisy-COSINE-1278-F_array1_203.wav', 'sid0607-clean-COSINE-1278-F_close_203.wav', 'sid0607-anchor-COSINE-1278-F_close_203.wav']"
AZ5ZYUCAQ0XDL,Approved,"[75, 80, 50, 70, 100, 80, 20, 45, 70, 30, 70, 45, 80, 100, 75, 75, 65, 20, 75, 90, 45, 40, 75, 45, 50, 70, 100, 30, 80, 70, 20, 85, 40, 20, 40, 50, 55, 90, 80, 40, 90, 80]","['sid1731-clean-COSINE-2734-M_close_120.wav', 'sid1731-anchor-COSINE-2734-M_close_120.wav', 'sid1731-noisy-COSINE-2734-M_array1_120.wav', 'sid3922-noisy-COSINE-5289-F_array1_246.wav', 'sid3922-clean-COSINE-5289-F_close_246.wav', 'sid3922-anchor-COSINE-5289-F_close_246.wav', 'sid4466-noisy-COSINE-6463-F_array1_117.wav', 'sid4466-anchor-COSINE-6463-F_close_117.wav', 'sid4466-clean-COSINE-6463-F_close_117.wav', 'sid1983-noisy-COSINE-2794-M_array1_38.wav', 'sid1983-clean-COSINE-2794-M_close_38.wav', 'sid1983-anchor-COSINE-2794-M_close_38.wav', 'sid2286-noisy-COSINE-2898-M_array1_225.wav', 'sid2286-clean-COSINE-2898-M_close_225.wav', 'sid2286-anchor-COSINE-2898-M_close_225.wav', 'sid4759-clean-COSINE-7000-F_close_115.wav', 'sid4759-anchor-COSINE-7000-F_close_115.wav', 'sid4759-noisy-COSINE-7000-F_array1_115.wav', 'sid2397-anchor-COSINE-3231-F_close_115-truncated.wav', 'sid2397-clean-COSINE-3231-F_close_115-truncated.wav', 'sid2397-noisy-COSINE-3231-F_array1_115-truncated.wav', 'sid0294-anchor-COSINE-0622-F_close_134.wav', 'sid0294-clean-COSINE-0622-F_close_134.wav', 'sid0294-noisy-COSINE-0622-F_array1_134.wav', 'sid3946-noisy-COSINE-5289-F_array1_271.wav', 'sid3946-anchor-COSINE-5289-F_close_271.wav', 'sid3946-clean-COSINE-5289-F_close_271.wav', 'sid5447-noisy-COSINE-7551-F_array1_104.wav', 'sid5447-clean-COSINE-7551-F_close_104.wav', 'sid5447-anchor-COSINE-7551-F_close_104.wav', 'sid0448-noisy-COSINE-1044-M_array1_2.wav', 'sid0448-clean-COSINE-1044-M_close_2.wav', 'sid0448-anchor-COSINE-1044-M_close_2.wav', 'sid3304-anchor-COSINE-3826-M_close_94.wav', 'sid3304-clean-COSINE-3826-M_close_94.wav', 'sid3304-noisy-COSINE-3826-M_array1_94.wav', 'sid2703-noisy-COSINE-3277-F_array1_72.wav', 'sid2703-clean-COSINE-3277-F_close_72.wav', 'sid2703-anchor-COSINE-3277-F_close_72.wav', 'sid0607-noisy-COSINE-1278-F_array1_203.wav', 'sid0607-clean-COSINE-1278-F_close_203.wav', 'sid0607-anchor-COSINE-1278-F_close_203.wav']"
AH8M1NMGIK9YR,Approved,"[44, 64, 81, 62, 90, 93, 22, 47, 79, 19, 71, 87, 20, 73, 78, 16, 61, 20, 28, 41, 56, 34, 55, 17, 33, 56, 42, 33, 49, 42, 49, 52, 27, 44, 32, 38, 27, 64, 34, 39, 69, 67]","['sid1731-clean-COSINE-2734-M_close_120.wav', 'sid1731-anchor-COSINE-2734-M_close_120.wav', 'sid1731-noisy-COSINE-2734-M_array1_120.wav', 'sid3922-noisy-COSINE-5289-F_array1_246.wav', 'sid3922-clean-COSINE-5289-F_close_246.wav', 'sid3922-anchor-COSINE-5289-F_close_246.wav', 'sid4466-noisy-COSINE-6463-F_array1_117.wav', 'sid4466-anchor-COSINE-6463-F_close_117.wav', 'sid4466-clean-COSINE-6463-F_close_117.wav', 'sid1983-noisy-COSINE-2794-M_array1_38.wav', 'sid1983-clean-COSINE-2794-M_close_38.wav', 'sid1983-anchor-COSINE-2794-M_close_38.wav', 'sid2286-noisy-COSINE-2898-M_array1_225.wav', 'sid2286-clean-COSINE-2898-M_close_225.wav', 'sid2286-anchor-COSINE-2898-M_close_225.wav', 'sid4759-clean-COSINE-7000-F_close_115.wav', 'sid4759-anchor-COSINE-7000-F_close_115.wav', 'sid4759-noisy-COSINE-7000-F_array1_115.wav', 'sid2397-anchor-COSINE-3231-F_close_115-truncated.wav', 'sid2397-clean-COSINE-3231-F_close_115-truncated.wav', 'sid2397-noisy-COSINE-3231-F_array1_115-truncated.wav', 'sid0294-anchor-COSINE-0622-F_close_134.wav', 'sid0294-clean-COSINE-0622-F_close_134.wav', 'sid0294-noisy-COSINE-0622-F_array1_134.wav', 'sid3946-noisy-COSINE-5289-F_array1_271.wav', 'sid3946-anchor-COSINE-5289-F_close_271.wav', 'sid3946-clean-COSINE-5289-F_close_271.wav', 'sid5447-noisy-COSINE-7551-F_array1_104.wav', 'sid5447-clean-COSINE-7551-F_close_104.wav', 'sid5447-anchor-COSINE-7551-F_close_104.wav', 'sid0448-noisy-COSINE-1044-M_array1_2.wav', 'sid0448-clean-COSINE-1044-M_close_2.wav', 'sid0448-anchor-COSINE-1044-M_close_2.wav', 'sid3304-anchor-COSINE-3826-M_close_94.wav', 'sid3304-clean-COSINE-3826-M_close_94.wav', 'sid3304-noisy-COSINE-3826-M_array1_94.wav', 'sid2703-noisy-COSINE-3277-F_array1_72.wav', 'sid2703-clean-COSINE-3277-F_close_72.wav', 'sid2703-anchor-COSINE-3277-F_close_72.wav', 'sid0607-noisy-COSINE-1278-F_array1_203.wav', 'sid0607-clean-COSINE-1278-F_close_203.wav', 'sid0607-anchor-COSINE-1278-F_close_203.wav']"
AW081A2YEZT14,Approved,"[47, 40, 50, 81, 94, 73, 78, 61, 85, 78, 93, 54, 75, 90, 64, 85, 64, 38, 83, 92, 71, 69, 93, 76, 52, 81, 94, 78, 89, 64, 78, 94, 58, 66, 82, 57, 79, 88, 64, 68, 87, 86]","['sid1731-clean-COSINE-2734-M_close_120.wav', 'sid1731-anchor-COSINE-2734-M_close_120.wav', 'sid1731-noisy-COSINE-2734-M_array1_120.wav', 'sid3922-noisy-COSINE-5289-F_array1_246.wav', 'sid3922-clean-COSINE-5289-F_close_246.wav', 'sid3922-anchor-COSINE-5289-F_close_246.wav', 'sid4466-noisy-COSINE-6463-F_array1_117.wav', 'sid4466-anchor-COSINE-6463-F_close_117.wav', 'sid4466-clean-COSINE-6463-F_close_117.wav', 'sid1983-noisy-COSINE-2794-M_array1_38.wav', 'sid1983-clean-COSINE-2794-M_close_38.wav', 'sid1983-anchor-COSINE-2794-M_close_38.wav', 'sid2286-noisy-COSINE-2898-M_array1_225.wav', 'sid2286-clean-COSINE-2898-M_close_225.wav', 'sid2286-anchor-COSINE-2898-M_close_225.wav', 'sid4759-clean-COSINE-7000-F_close_115.wav', 'sid4759-anchor-COSINE-7000-F_close_115.wav', 'sid4759-noisy-COSINE-7000-F_array1_115.wav', 'sid2397-anchor-COSINE-3231-F_close_115-truncated.wav', 'sid2397-clean-COSINE-3231-F_close_115-truncated.wav', 'sid2397-noisy-COSINE-3231-F_array1_115-truncated.wav', 'sid0294-anchor-COSINE-0622-F_close_134.wav', 'sid0294-clean-COSINE-0622-F_close_134.wav', 'sid0294-noisy-COSINE-0622-F_array1_134.wav', 'sid3946-noisy-COSINE-5289-F_array1_271.wav', 'sid3946-anchor-COSINE-5289-F_close_271.wav', 'sid3946-clean-COSINE-5289-F_close_271.wav', 'sid5447-noisy-COSINE-7551-F_array1_104.wav', 'sid5447-clean-COSINE-7551-F_close_104.wav', 'sid5447-anchor-COSINE-7551-F_close_104.wav', 'sid0448-noisy-COSINE-1044-M_array1_2.wav', 'sid0448-clean-COSINE-1044-M_close_2.wav', 'sid0448-anchor-COSINE-1044-M_close_2.wav', 'sid3304-anchor-COSINE-3826-M_close_94.wav', 'sid3304-clean-COSINE-3826-M_close_94.wav', 'sid3304-noisy-COSINE-3826-M_array1_94.wav', 'sid2703-noisy-COSINE-3277-F_array1_72.wav', 'sid2703-clean-COSINE-3277-F_close_72.wav', 'sid2703-anchor-COSINE-3277-F_close_72.wav', 'sid0607-noisy-COSINE-1278-F_array1_203.wav', 'sid0607-clean-COSINE-1278-F_close_203.wav', 'sid0607-anchor-COSINE-1278-F_close_203.wav']"
