filename,set,mos5,mosnet_pred,dnsmos_pred,scoreq_pred,ratings,mos100,mos10,type,zscores,dbscan,if,dbscan_if_decision,filtered,raters,scaled_ratings
sid0024-clean-COSINE-0100-M_close_122.wav,test,2.9959595959595964,3.1078098,2.654582628295996,2.1675286293029785,"[23, 41, 52, 50, 86]",50.4,7.7725396,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[23, 41, 52, 50, 86]","['A2I6KQFA18BEGQ', 'A2HVCKK8NOTFD0', 'A1T8YT3FFIRM8N', 'ARB80JPV0HQ5O', 'A38KMNO228K3JN']","[1.8888888888888888, 2.6161616161616164, 3.0606060606060606, 2.97979797979798, 4.434343434343434]"
sid0026-anchor-COSINE-0100-M_close_124.wav,test,1.9777777777777767,3.284774,3.146724184254172,2.278739213943481,"[24, 39, 20, 16, 27]",25.2,4.932829,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[24, 39, 20, 16, 27]","['AFZ72GJPD891A', 'A3PHU8OHA8PONE', 'A1PNYLOKED8FWF', 'AKNLD4GWEGW4U', 'A1P0XSCJ9XAV74']","[1.9292929292929293, 2.5353535353535355, 1.7676767676767677, 1.606060606060606, 2.0505050505050506]"
sid0026-clean-COSINE-0100-M_close_124.wav,test,2.7131313131313126,3.3910272,2.896065986714284,2.8606081008911133,"[30, 63, 40, 31, 53]",43.4,7.5703764,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[30, 63, 40, 31, 53]","['AFZ72GJPD891A', 'A3PHU8OHA8PONE', 'A1PNYLOKED8FWF', 'AKNLD4GWEGW4U', 'A1P0XSCJ9XAV74']","[2.1717171717171717, 3.505050505050505, 2.575757575757576, 2.212121212121212, 3.101010101010101]"
sid0028-anchor-COSINE-0100-M_close_126.wav,test,2.2363636363636368,3.1371832,3.470903365123494,2.1411361694335938,"[15, 50, 30, 27, 36]",31.6,4.658661,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[15, 50, 30, 27, 36]","['AKEMS83MHQJQO', 'A6ORRFI3XOACA', 'A11LSO6D7BMY99', 'AOWW3URQNRJ6U', 'A3RCX3IQ8L6HHW']","[1.5656565656565657, 2.97979797979798, 2.1717171717171717, 2.0505050505050506, 2.4141414141414144]"
sid0030-clean-COSINE-0100-M_close_13.wav,test,3.351515151515152,4.1289744,2.949019511227968,3.0543737411499023,"[42, 100, 70, 48, 36]",59.2,8.304298,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[42, 100, 70, 48, 36]","['A3BJNFU4T7RU11', 'AK21UZISRI0ZB', 'A1AFCTV7V6P728', 'A2LGOTUHLBG49S', 'A3W1PSVL0V1QCW']","[2.6565656565656566, 5.0, 3.787878787878788, 2.898989898989899, 2.4141414141414144]"
sid0032-clean-COSINE-0100-M_close_131.wav,test,2.575757575757576,2.5431771,2.8751359216766907,2.722080945968628,"[76, 38, 30, 42, 14]",40.0,6.669186,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[76, 38, 30, 42, 14]","['A1B76WYZ47BQJ', 'A3QZD2G0I2PBS7', 'AO33H4GL9KZX9', 'A14ORX8TL8A29Z', 'AP4FDDWBJW47O']","[4.03030303030303, 2.494949494949495, 2.1717171717171717, 2.6565656565656566, 1.5252525252525253]"
sid0035-anchor-COSINE-0100-M_close_134.wav,test,3.1090909090909093,3.7612836,2.9104862624242163,2.640256881713867,"[52, 47, 62, 29, 76]",53.2,5.1691065,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[52, 47, 62, 29, 76]","['AR1TGX5FCWQOJ', 'A1SLJKNSNHOJRN', 'ATOMAIZXIR31I', 'A22BBAU24IEHPL', 'APF1EAZT104LQ']","[3.0606060606060606, 2.858585858585859, 3.4646464646464645, 2.1313131313131315, 4.03030303030303]"
sid0035-noisy-COSINE-0100-M_array1_134.wav,test,3.6101010101010105,3.5884812,3.1138422759939464,2.770245313644409,"[81, 66, 86, 38, 57]",65.6,4.297412,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[81, 66, 86, 38, 57]","['AR1TGX5FCWQOJ', 'A1SLJKNSNHOJRN', 'ATOMAIZXIR31I', 'A22BBAU24IEHPL', 'APF1EAZT104LQ']","[4.232323232323233, 3.6262626262626263, 4.434343434343434, 2.494949494949495, 3.262626262626263]"
sid0036-noisy-COSINE-0100-M_array1_135.wav,test,4.151515151515152,4.3968654,2.918587706955546,3.518672704696656,"[82, 81, 92, 70, 70]",79.0,7.6357756,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[82, 81, 92, 70, 70]","['AEEL6DE8FQSX6', 'A2615YW1YERQBO', 'A2FL477TMKC91L', 'A1PNYLOKED8FWF', 'A1BAEFJ2OG7NJ0']","[4.272727272727273, 4.232323232323233, 4.676767676767677, 3.787878787878788, 3.787878787878788]"
sid0037-anchor-COSINE-0100-M_close_136.wav,test,2.6,3.0345495,2.575328962534277,2.7027270793914795,"[55, 48, 20, 19, 61]",40.6,5.589588,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[55, 48, 20, 19, 61]","['A11Q8U6QTT8KGF', 'A2P53AN2M8IWFP', 'A1WJ3EZ6LXN7B1', 'AX8XE3GEOP5D', 'A2A2WK36YOPXX3']","[3.1818181818181817, 2.898989898989899, 1.7676767676767677, 1.7272727272727273, 3.4242424242424248]"
sid0039-clean-COSINE-0100-M_close_138.wav,test,3.496969696969697,2.8391848,3.0680641270411897,2.9743247032165527,"[69, 48, 70, 34, 93]",62.8,7.9845757,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[69, 48, 70, 34, 93]","['A1VPK7JTL55DGI', 'A319HGTKM0UY0V', 'A2KNYJAZQKTJUN', 'AIHCZOO4BTPTJ', 'AFG10J801EEUR']","[3.7474747474747474, 2.898989898989899, 3.787878787878788, 2.3333333333333335, 4.717171717171717]"
sid0040-anchor-COSINE-0100-M_close_139.wav,test,2.6000000000000005,2.7264907,3.567442479975538,2.734626531600952,"[53, 36, 70, 26, 18]",40.6,5.248817,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[53, 36, 70, 26, 18]","['A2N7VLJD8UE6VC', 'A2CM4LDI7GNDNW', 'AWIYSXEA51PFZ', 'AOWW3URQNRJ6U', 'A24YH95DSHXH9V']","[3.101010101010101, 2.4141414141414144, 3.787878787878788, 2.0101010101010104, 1.6868686868686869]"
sid0040-clean-COSINE-0100-M_close_139.wav,test,3.884848484848484,2.749686,3.637123623842804,3.19789981842041,"[63, 69, 87, 91, 52]",72.4,7.586539,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[63, 69, 87, 91, 52]","['A2N7VLJD8UE6VC', 'A2CM4LDI7GNDNW', 'AWIYSXEA51PFZ', 'AOWW3URQNRJ6U', 'A24YH95DSHXH9V']","[3.505050505050505, 3.7474747474747474, 4.474747474747475, 4.636363636363637, 3.0606060606060606]"
sid0041-noisy-COSINE-0100-M_array1_14-truncated.wav,test,3.3434343434343434,2.921018,2.5666246713245964,3.066594362258911,"[27, 50, 55, 83, 80]",59.0,4.203107,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[27, 50, 55, 83, 80]","['A1CSH3P1MSSFWL', 'A2WIBK4EGQ8IJZ', 'AKJ22H1NTVIQX', 'AO96L2DZBQ61V', 'AX6IAYJPL0UUA']","[2.0505050505050506, 2.97979797979798, 3.1818181818181817, 4.313131313131313, 4.191919191919192]"
sid0042-clean-COSINE-0100-M_close_140.wav,test,3.262626262626262,2.4904573,3.568534537620199,2.8746178150177,"[61, 78, 25, 65, 56]",57.0,7.6365223,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[61, 78, 25, 65, 56]","['A2GLSQQQE9UZA6', 'A3QN9B9ZS1CWWM', 'A9ZCY6FLUCIU1', 'A4W9APAHFWVLO', 'A2LGOTUHLBG49S']","[3.4242424242424248, 4.111111111111112, 1.9696969696969697, 3.5858585858585856, 3.2222222222222223]"
sid0044-clean-COSINE-0100-M_close_142.wav,test,4.135353535353536,2.439692,2.7306483316306767,3.277341604232788,"[57, 84, 89, 72, 91]",78.6,7.510185,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[57, 84, 89, 72, 91]","['A22BBAU24IEHPL', 'A11YS0T8MV3Q7C', 'A1QKIA8XRNEXIG', 'A25ZZOSL7MVU22', 'A2APG8MSLJ6G2K']","[3.262626262626263, 4.353535353535354, 4.555555555555556, 3.8686868686868685, 4.636363636363637]"
sid0044-noisy-COSINE-0100-M_array1_142.wav,test,4.191919191919193,2.8275983,2.952409239658364,2.988377094268799,"[71, 71, 95, 80, 83]",80.0,5.0159736,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[71, 71, 95, 80, 83]","['A22BBAU24IEHPL', 'A11YS0T8MV3Q7C', 'A1QKIA8XRNEXIG', 'A25ZZOSL7MVU22', 'A2APG8MSLJ6G2K']","[3.8282828282828287, 3.8282828282828287, 4.7979797979797985, 4.191919191919192, 4.313131313131313]"
sid0048-anchor-COSINE-0100-M_close_146.wav,test,2.3656565656565656,2.4788506,3.0691452908366035,2.5675926208496094,"[75, 7, 40, 36, 16]",34.8,5.154066,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[75, 7, 40, 36, 16]","['AP4FDDWBJW47O', 'A6WYBPPG8Y2Q4', 'A1B7GQTH9YG04X', 'A3LRNF13ZZ3V4D', 'A1TCURESP0T0NM']","[3.9898989898989905, 1.2424242424242424, 2.575757575757576, 2.4141414141414144, 1.606060606060606]"
sid0052-noisy-COSINE-0100-M_array1_151.wav,test,3.262626262626263,3.4362397,2.6386524351623564,2.866761922836304,"[68, 71, 28, 57, 61]",57.0,4.809908,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[68, 71, 28, 57, 61]","['A22ZRXQU3UN2FD', 'A3GOOI75XOF24V', 'AP4FDDWBJW47O', 'A1VP6BCJTT16O7', 'A2DZCO68CBMYSO']","[3.7070707070707076, 3.8282828282828287, 2.090909090909091, 3.262626262626263, 3.4242424242424248]"
sid0058-noisy-COSINE-0100-M_array1_157.wav,test,3.4888888888888885,2.8305209,3.1865086705879144,2.7007925510406494,"[99, 48, 36, 72, 58]",62.6,6.346787,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[99, 48, 36, 72, 58]","['A1YX741QQSMKPS', 'A1CE2XPYCDRHVZ', 'A1X0EXH1Z96GOJ', 'A26TP6KBY866VC', 'A3BXT78QXFC6F3']","[4.959595959595959, 2.898989898989899, 2.4141414141414144, 3.8686868686868685, 3.3030303030303028]"
sid0060-anchor-COSINE-0100-M_close_159.wav,test,2.17979797979798,2.8133755,3.0019331964197344,2.2133562564849854,"[41, 30, 54, 10, 16]",30.2,5.2441573,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[41, 30, 54, 10, 16]","['A3QCK28LCPAAVE', 'A2QSKK3UORCGNY', 'A1F669OTXWIJW0', 'A38N2MBXP7IOPS', 'A1N1ULK71RHVMM']","[2.6161616161616164, 2.1717171717171717, 3.141414141414142, 1.3636363636363638, 1.606060606060606]"
sid0060-noisy-COSINE-0100-M_array1_159.wav,test,3.109090909090909,2.977445,3.087406972839544,2.682377576828003,"[83, 65, 49, 48, 21]",53.2,5.303943,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[83, 65, 49, 48, 21]","['A3QCK28LCPAAVE', 'A2QSKK3UORCGNY', 'A1F669OTXWIJW0', 'A38N2MBXP7IOPS', 'A1N1ULK71RHVMM']","[4.313131313131313, 3.5858585858585856, 2.9393939393939394, 2.898989898989899, 1.808080808080808]"
sid0062-anchor-COSINE-0100-M_close_160.wav,test,2.4626262626262627,2.8314893,3.587710998013184,2.433797597885132,"[27, 37, 33, 23, 66]",37.2,5.013049,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[27, 37, 33, 23, 66]","['A22BBAU24IEHPL', 'A2AM62BHO8G9MB', 'AWFKTAL7TN6AZ', 'A1H7XQCN2TQJM7', 'A1HYD41SNHKM78']","[2.0505050505050506, 2.4545454545454546, 2.2929292929292933, 1.8888888888888888, 3.6262626262626263]"
sid0062-noisy-COSINE-0100-M_array1_160.wav,test,3.18989898989899,2.8966148,3.654538365383818,2.6703405380249023,"[42, 60, 67, 45, 62]",55.2,5.60984,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[42, 60, 67, 45, 62]","['A22BBAU24IEHPL', 'A2AM62BHO8G9MB', 'AWFKTAL7TN6AZ', 'A1H7XQCN2TQJM7', 'A1HYD41SNHKM78']","[2.6565656565656566, 3.383838383838384, 3.666666666666667, 2.7777777777777777, 3.4646464646464645]"
sid0063-clean-COSINE-0100-M_close_161.wav,test,3.496969696969697,2.633145,3.0276371055752733,2.6613361835479736,"[71, 67, 48, 63, 65]",62.8,6.955156,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[71, 67, 48, 63, 65]","['ASVRLMDNQBUD9', 'AWAW665TQQP2F', 'A2YV9YJ1QSRIRL', 'A187VXD4ETY6M2', 'A25ZZOSL7MVU22']","[3.8282828282828287, 3.666666666666667, 2.898989898989899, 3.505050505050505, 3.5858585858585856]"
sid0063-noisy-COSINE-0100-M_array1_161.wav,test,2.503030303030303,3.2026758,2.8562675876014603,2.209134101867676,"[41, 57, 7, 48, 38]",38.2,3.9342492,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[41, 57, 7, 48, 38]","['ASVRLMDNQBUD9', 'AWAW665TQQP2F', 'A2YV9YJ1QSRIRL', 'A187VXD4ETY6M2', 'A25ZZOSL7MVU22']","[2.6161616161616164, 3.262626262626263, 1.2424242424242424, 2.898989898989899, 2.494949494949495]"
sid0064-clean-COSINE-0100-M_close_162.wav,test,3.5292929292929296,2.4879026,3.1778509469745493,2.8393282890319824,"[56, 60, 48, 54, 100]",63.6,8.003004,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[56, 60, 48, 54, 100]","['A2DCLIBGQV2ZMT', 'A15340BRCER2UO', 'A1JF9JUL432Z96', 'A3NKA0NIM0TX5C', 'A2EMG4S9LWOIZZ']","[3.2222222222222223, 3.383838383838384, 2.898989898989899, 3.141414141414142, 5.0]"
sid0065-anchor-COSINE-0100-M_close_163.wav,test,2.8181818181818183,2.3818333,2.745925288319845,2.744399070739746,"[71, 19, 47, 56, 37]",46.0,4.8842006,anchor,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[71, 19, 47, 56, 37]","['A5XQ30GQTHHK6', 'A2WNW8A4MOR7T7', 'AEHONA1BIY9JB', 'AUU3FYNZXKENO', 'A22KRF782ELLB0']","[3.8282828282828287, 1.7272727272727273, 2.858585858585859, 3.2222222222222223, 2.4545454545454546]"
sid0065-clean-COSINE-0100-M_close_163.wav,test,3.666666666666667,2.4562063,2.851302355140403,3.064336061477661,"[79, 43, 64, 86, 63]",67.0,7.5420804,reference,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[79, 43, 64, 86, 63]","['A5XQ30GQTHHK6', 'A2WNW8A4MOR7T7', 'AEHONA1BIY9JB', 'AUU3FYNZXKENO', 'A22KRF782ELLB0']","[4.151515151515151, 2.6969696969696972, 3.545454545454546, 4.434343434343434, 3.505050505050505]"
sid0066-noisy-COSINE-0100-M_array1_164.wav,test,2.381818181818182,2.8577802,2.685832578688175,2.506010770797729,"[36, 15, 56, 18, 51]",35.2,3.9012253,test,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[36, 15, 56, 18, 51]","['AWNGYC25Q0DTF', 'A2QBFXY9UQMJTT', 'A24BRTWG07T53Z', 'A22BBAU24IEHPL', 'A1OKHQE34UFCL5']","[2.4141414141414144, 1.5656565656565657, 3.2222222222222223, 1.6868686868686869, 3.0202020202020208]"
