group,batch_num,block,signal_num,filename
group1,0,0,26,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,0,0,27,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,0,2,28,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,0,2,29,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin31_scaled1000.0.wav
group1,0,0,30,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,0,0,31,sid2579-noisy-COSINE-3231-F_array1_81_freqbin3_scaled10.0.wav
group1,1,2,0,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,1,2,1,sid4715-noisy-COSINE-6463-F_array1_69_freqbin40_scaled1000.0.wav
group1,1,1,2,sid3629-clean-COSINE-4174-F_close_72.wav
group1,1,1,3,sid3629-clean-COSINE-4174-F_close_72_freqbin0_scaled1000.0.wav
group1,1,1,4,sid3629-clean-COSINE-4174-F_close_72.wav
group1,1,1,5,sid3629-clean-COSINE-4174-F_close_72_freqbin0_scaled10.0.wav
group1,1,0,6,sid2579-noisy-COSINE-3231-F_array1_81_freqbin1_scaled0.5.wav
group1,1,0,7,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,1,3,8,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,1,3,9,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin1_scaled0.5.wav
group1,1,2,10,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,1,2,11,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,1,3,12,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,1,3,13,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,1,3,14,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin1_scaled1000.0.wav
group1,1,3,15,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,1,1,16,sid3629-clean-COSINE-4174-F_close_72.wav
group1,1,1,17,sid3629-clean-COSINE-4174-F_close_72.wav
group1,1,0,18,sid2579-noisy-COSINE-3231-F_array1_81_freqbin1_scaled10.0.wav
group1,1,0,19,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,1,0,20,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,1,0,21,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,1,1,22,sid3629-clean-COSINE-4174-F_close_72_freqbin0_scaled0.5.wav
group1,1,1,23,sid3629-clean-COSINE-4174-F_close_72.wav
group1,1,3,24,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,1,3,25,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin1_scaled10.0.wav
group1,1,0,26,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,1,0,27,sid2579-noisy-COSINE-3231-F_array1_81_freqbin1_scaled1000.0.wav
group1,1,2,28,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,1,2,29,sid4715-noisy-COSINE-6463-F_array1_69_freqbin40_scaled0.5.wav
group1,1,2,30,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,1,2,31,sid4715-noisy-COSINE-6463-F_array1_69_freqbin40_scaled10.0.wav
group1,2,3,0,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,3,1,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,1,2,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,2,1,3,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin3_scaled0.5.wav
group1,2,0,4,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,0,5,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,0,6,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin4_scaled1000.0.wav
group1,2,0,7,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,3,8,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,3,9,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin41_scaled0.5.wav
group1,2,2,10,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,2,2,11,sid1816-anchor-COSINE-2734-M_close_91_freqbin41_scaled10.0.wav
group1,2,2,12,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,2,2,13,sid1816-anchor-COSINE-2734-M_close_91_freqbin41_scaled0.5.wav
group1,2,2,14,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,2,2,15,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,2,2,16,sid1816-anchor-COSINE-2734-M_close_91_freqbin41_scaled1000.0.wav
group1,2,2,17,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,2,1,18,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin3_scaled1000.0.wav
group1,2,1,19,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,2,0,20,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,0,21,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin4_scaled0.5.wav
group1,2,3,22,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,3,23,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin41_scaled10.0.wav
group1,2,3,24,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,3,25,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin41_scaled1000.0.wav
group1,2,0,26,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,2,0,27,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin4_scaled10.0.wav
group1,2,1,28,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin3_scaled10.0.wav
group1,2,1,29,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,2,1,30,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,2,1,31,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,2,0,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,3,2,1,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,3,0,2,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin5_scaled10.0.wav
group1,3,0,3,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,3,4,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,3,5,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin40_scaled0.5.wav
group1,3,1,6,sid3629-clean-COSINE-4174-F_close_72_freqbin40_scaled1000.0.wav
group1,3,1,7,sid3629-clean-COSINE-4174-F_close_72.wav
group1,3,2,8,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,3,2,9,sid4715-noisy-COSINE-6463-F_array1_69_freqbin4_scaled0.5.wav
group1,3,2,10,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,3,2,11,sid4715-noisy-COSINE-6463-F_array1_69_freqbin4_scaled10.0.wav
group1,3,0,12,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,0,13,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin5_scaled1000.0.wav
group1,3,3,14,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,3,15,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,3,16,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,3,17,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin40_scaled1000.0.wav
group1,3,0,18,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,0,19,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin5_scaled0.5.wav
group1,3,3,20,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,3,21,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin40_scaled10.0.wav
group1,3,1,22,sid3629-clean-COSINE-4174-F_close_72_freqbin40_scaled10.0.wav
group1,3,1,23,sid3629-clean-COSINE-4174-F_close_72.wav
group1,3,2,24,sid4715-noisy-COSINE-6463-F_array1_69_freqbin4_scaled1000.0.wav
group1,3,2,25,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,3,1,26,sid3629-clean-COSINE-4174-F_close_72_freqbin40_scaled0.5.wav
group1,3,1,27,sid3629-clean-COSINE-4174-F_close_72.wav
group1,3,0,28,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,0,29,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,3,1,30,sid3629-clean-COSINE-4174-F_close_72.wav
group1,3,1,31,sid3629-clean-COSINE-4174-F_close_72.wav
group1,4,0,0,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin3_scaled1000.0.wav
group1,4,0,1,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,0,2,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,0,3,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin3_scaled10.0.wav
group1,4,2,4,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,2,5,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,2,6,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,2,7,sid2579-noisy-COSINE-3231-F_array1_81_freqbin31_scaled0.5.wav
group1,4,3,8,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,3,9,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin2_scaled1000.0.wav
group1,4,1,10,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,1,11,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,2,12,sid2579-noisy-COSINE-3231-F_array1_81_freqbin31_scaled10.0.wav
group1,4,2,13,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,1,14,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,1,15,sid2579-noisy-COSINE-3231-F_array1_81_freqbin5_scaled0.5.wav
group1,4,2,16,sid2579-noisy-COSINE-3231-F_array1_81_freqbin31_scaled1000.0.wav
group1,4,2,17,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,0,18,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,0,19,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,1,20,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,1,21,sid2579-noisy-COSINE-3231-F_array1_81_freqbin5_scaled1000.0.wav
group1,4,3,22,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,3,23,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,1,24,sid2579-noisy-COSINE-3231-F_array1_81_freqbin5_scaled10.0.wav
group1,4,1,25,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,4,3,26,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,3,27,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin2_scaled10.0.wav
group1,4,0,28,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,0,29,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin3_scaled0.5.wav
group1,4,3,30,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,4,3,31,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin2_scaled0.5.wav
group1,5,2,0,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin41_scaled10.0.wav
group1,5,2,1,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,3,2,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,3,3,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin1_scaled0.5.wav
group1,5,2,4,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,2,5,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,1,6,sid3114-clean-COSINE-3826-M_close_132_freqbin5_scaled1000.0.wav
group1,5,1,7,sid3114-clean-COSINE-3826-M_close_132.wav
group1,5,3,8,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,3,9,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,0,10,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,5,0,11,sid5333-noisy-COSINE-7408-M_array1_149_freqbin1_scaled1000.0.wav
group1,5,0,12,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,5,0,13,sid5333-noisy-COSINE-7408-M_array1_149_freqbin1_scaled10.0.wav
group1,5,3,14,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin1_scaled1000.0.wav
group1,5,3,15,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,3,16,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin1_scaled10.0.wav
group1,5,3,17,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,2,18,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,2,19,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin41_scaled1000.0.wav
group1,5,2,20,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,5,2,21,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin41_scaled0.5.wav
group1,5,0,22,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,5,0,23,sid5333-noisy-COSINE-7408-M_array1_149_freqbin1_scaled0.5.wav
group1,5,1,24,sid3114-clean-COSINE-3826-M_close_132.wav
group1,5,1,25,sid3114-clean-COSINE-3826-M_close_132.wav
group1,5,1,26,sid3114-clean-COSINE-3826-M_close_132_freqbin5_scaled0.5.wav
group1,5,1,27,sid3114-clean-COSINE-3826-M_close_132.wav
group1,5,0,28,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,5,0,29,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,5,1,30,sid3114-clean-COSINE-3826-M_close_132.wav
group1,5,1,31,sid3114-clean-COSINE-3826-M_close_132_freqbin5_scaled10.0.wav
group1,6,1,0,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,1,1,sid5333-noisy-COSINE-7408-M_array1_149_freqbin31_scaled0.5.wav
group1,6,1,2,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,1,3,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,0,4,sid3114-clean-COSINE-3826-M_close_132.wav
group1,6,0,5,sid3114-clean-COSINE-3826-M_close_132_freqbin41_scaled0.5.wav
group1,6,3,6,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,3,7,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,0,8,sid3114-clean-COSINE-3826-M_close_132_freqbin41_scaled1000.0.wav
group1,6,0,9,sid3114-clean-COSINE-3826-M_close_132.wav
group1,6,3,10,sid5333-noisy-COSINE-7408-M_array1_149_freqbin4_scaled0.5.wav
group1,6,3,11,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,0,12,sid3114-clean-COSINE-3826-M_close_132.wav
group1,6,0,13,sid3114-clean-COSINE-3826-M_close_132.wav
group1,6,0,14,sid3114-clean-COSINE-3826-M_close_132_freqbin41_scaled10.0.wav
group1,6,0,15,sid3114-clean-COSINE-3826-M_close_132.wav
group1,6,3,16,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,3,17,sid5333-noisy-COSINE-7408-M_array1_149_freqbin4_scaled10.0.wav
group1,6,2,18,sid3629-clean-COSINE-4174-F_close_72.wav
group1,6,2,19,sid3629-clean-COSINE-4174-F_close_72_freqbin2_scaled10.0.wav
group1,6,1,20,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,1,21,sid5333-noisy-COSINE-7408-M_array1_149_freqbin31_scaled1000.0.wav
group1,6,2,22,sid3629-clean-COSINE-4174-F_close_72.wav
group1,6,2,23,sid3629-clean-COSINE-4174-F_close_72.wav
group1,6,1,24,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,1,25,sid5333-noisy-COSINE-7408-M_array1_149_freqbin31_scaled10.0.wav
group1,6,2,26,sid3629-clean-COSINE-4174-F_close_72.wav
group1,6,2,27,sid3629-clean-COSINE-4174-F_close_72_freqbin2_scaled1000.0.wav
group1,6,3,28,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,6,3,29,sid5333-noisy-COSINE-7408-M_array1_149_freqbin4_scaled1000.0.wav
group1,6,2,30,sid3629-clean-COSINE-4174-F_close_72_freqbin2_scaled0.5.wav
group1,6,2,31,sid3629-clean-COSINE-4174-F_close_72.wav
group1,7,2,0,sid3629-clean-COSINE-4174-F_close_72.wav
group1,7,2,1,sid3629-clean-COSINE-4174-F_close_72_freqbin4_scaled10.0.wav
group1,7,0,2,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,7,0,3,sid4715-noisy-COSINE-6463-F_array1_69_freqbin2_scaled10.0.wav
group1,7,2,4,sid3629-clean-COSINE-4174-F_close_72_freqbin4_scaled1000.0.wav
group1,7,2,5,sid3629-clean-COSINE-4174-F_close_72.wav
group1,7,0,6,sid4715-noisy-COSINE-6463-F_array1_69_freqbin2_scaled0.5.wav
group1,7,0,7,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,7,0,8,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,7,0,9,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,7,1,10,sid1816-anchor-COSINE-2734-M_close_91_freqbin40_scaled0.5.wav
group1,7,1,11,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,7,2,12,sid3629-clean-COSINE-4174-F_close_72_freqbin4_scaled0.5.wav
group1,7,2,13,sid3629-clean-COSINE-4174-F_close_72.wav
group1,7,3,14,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,7,3,15,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,7,0,16,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,7,0,17,sid4715-noisy-COSINE-6463-F_array1_69_freqbin2_scaled1000.0.wav
group1,7,1,18,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,7,1,19,sid1816-anchor-COSINE-2734-M_close_91_freqbin40_scaled1000.0.wav
group1,7,1,20,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,7,1,21,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,7,3,22,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,7,3,23,sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled1000.0.wav
group1,7,3,24,sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled0.5.wav
group1,7,3,25,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,7,3,26,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,7,3,27,sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled10.0.wav
group1,7,1,28,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,7,1,29,sid1816-anchor-COSINE-2734-M_close_91_freqbin40_scaled10.0.wav
group1,7,2,30,sid3629-clean-COSINE-4174-F_close_72.wav
group1,7,2,31,sid3629-clean-COSINE-4174-F_close_72.wav
group1,8,0,0,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,0,1,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin0_scaled0.5.wav
group1,8,1,2,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,8,1,3,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,8,1,4,sid4715-noisy-COSINE-6463-F_array1_69_freqbin0_scaled1000.0.wav
group1,8,1,5,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,8,1,6,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,8,1,7,sid4715-noisy-COSINE-6463-F_array1_69_freqbin0_scaled0.5.wav
group1,8,2,8,sid1816-anchor-COSINE-2734-M_close_91_freqbin0_scaled1000.0.wav
group1,8,2,9,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,8,3,10,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin4_scaled1000.0.wav
group1,8,3,11,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,2,12,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,8,2,13,sid1816-anchor-COSINE-2734-M_close_91_freqbin0_scaled10.0.wav
group1,8,2,14,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,8,2,15,sid1816-anchor-COSINE-2734-M_close_91_freqbin0_scaled0.5.wav
group1,8,2,16,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,8,2,17,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,8,3,18,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin4_scaled10.0.wav
group1,8,3,19,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,0,20,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,0,21,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,0,22,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,0,23,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin0_scaled1000.0.wav
group1,8,1,24,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,8,1,25,sid4715-noisy-COSINE-6463-F_array1_69_freqbin0_scaled10.0.wav
group1,8,3,26,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,3,27,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,0,28,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin0_scaled10.0.wav
group1,8,0,29,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,3,30,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,8,3,31,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin4_scaled0.5.wav
group1,9,3,0,sid3629-clean-COSINE-4174-F_close_72_freqbin41_scaled0.5.wav
group1,9,3,1,sid3629-clean-COSINE-4174-F_close_72.wav
group1,9,0,2,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,9,0,3,sid4715-noisy-COSINE-6463-F_array1_69_freqbin1_scaled10.0.wav
group1,9,3,4,sid3629-clean-COSINE-4174-F_close_72.wav
group1,9,3,5,sid3629-clean-COSINE-4174-F_close_72.wav
group1,9,1,6,sid5333-noisy-COSINE-7408-M_array1_149_freqbin3_scaled0.5.wav
group1,9,1,7,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,9,2,8,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin40_scaled0.5.wav
group1,9,2,9,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,9,2,10,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,9,2,11,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin40_scaled1000.0.wav
group1,9,1,12,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,9,1,13,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,9,1,14,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,9,1,15,sid5333-noisy-COSINE-7408-M_array1_149_freqbin3_scaled10.0.wav
group1,9,1,16,sid5333-noisy-COSINE-7408-M_array1_149_freqbin3_scaled1000.0.wav
group1,9,1,17,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,9,2,18,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,9,2,19,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,9,3,20,sid3629-clean-COSINE-4174-F_close_72.wav
group1,9,3,21,sid3629-clean-COSINE-4174-F_close_72_freqbin41_scaled1000.0.wav
group1,9,3,22,sid3629-clean-COSINE-4174-F_close_72_freqbin41_scaled10.0.wav
group1,9,3,23,sid3629-clean-COSINE-4174-F_close_72.wav
group1,9,2,24,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,9,2,25,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin40_scaled10.0.wav
group1,9,0,26,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,9,0,27,sid4715-noisy-COSINE-6463-F_array1_69_freqbin1_scaled0.5.wav
group1,9,0,28,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,9,0,29,sid4715-noisy-COSINE-6463-F_array1_69_freqbin1_scaled1000.0.wav
group1,9,0,30,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,9,0,31,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,10,3,0,sid1816-anchor-COSINE-2734-M_close_91_freqbin31_scaled1000.0.wav
group1,10,3,1,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,10,1,2,sid3629-clean-COSINE-4174-F_close_72_freqbin5_scaled10.0.wav
group1,10,1,3,sid3629-clean-COSINE-4174-F_close_72.wav
group1,10,2,4,sid3114-clean-COSINE-3826-M_close_132_freqbin31_scaled0.5.wav
group1,10,2,5,sid3114-clean-COSINE-3826-M_close_132.wav
group1,10,2,6,sid3114-clean-COSINE-3826-M_close_132_freqbin31_scaled10.0.wav
group1,10,2,7,sid3114-clean-COSINE-3826-M_close_132.wav
group1,10,0,8,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,10,0,9,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin0_scaled10.0.wav
group1,10,1,10,sid3629-clean-COSINE-4174-F_close_72_freqbin5_scaled0.5.wav
group1,10,1,11,sid3629-clean-COSINE-4174-F_close_72.wav
group1,10,3,12,sid1816-anchor-COSINE-2734-M_close_91_freqbin31_scaled0.5.wav
group1,10,3,13,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,10,2,14,sid3114-clean-COSINE-3826-M_close_132.wav
group1,10,2,15,sid3114-clean-COSINE-3826-M_close_132_freqbin31_scaled1000.0.wav
